,pubChemID,common_name,functional_group
3749,5318644,Cacticin,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3750,5318645,Isorhamnetin-3-O-Glucoside,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3751,5318650,Isorhapontigenin,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound"
3752,5318655,,"Hydroxy compound, Phenol, 1,2-diphenol, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
3753,5318679,Isotrifoliol,"Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3754,5318691,Izalpinin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3755,5318717,Juglanin,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3756,5318737,Justicidin D,"Acetal, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
3757,5318761,Kaempferol-3-O-Glucorhamnoside,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3758,5318767,Nicotiflorin,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3759,5318825,Koenigine,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
3760,5318827,Koenine,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
3761,5318829,Kokusagine,"Acetal, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
3762,5318834,Koparin,"Carbonyl compound, Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3763,5318865,Kukoamine A,"Hydroxy compound, Phenol, 1,2-diphenol, Amine, Sec. amine, Sec. aliphat. amine, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Aromatic compound"
3764,5318869,Kumatakenin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3765,5318875,Dehydrocrenatidine,"Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
3766,5318913,Trans-Lachnophyllol,"Hydroxy compound, Alcohol, Prim. alcohol, Alkene, Alkyne"
3767,5318956,Launobine,"Acetal, Hydroxy compound, Phenol, Ether, Alkylarylether, Amine, Sec. amine, Sec. aliphat. amine, Aromatic compound, Heterocyclic compound"
3768,5318988,"4-Oxo-9,11,13-Octadecatrienoic Acid","Carbonyl compound, Ketone, Carboxylic acid deriv., Carboxylic acid, Alkene"
3769,5318989,Licoagrochalcone B,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
3770,5318990,Licoagrochalcone C,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Alkene, Aromatic compound"
3771,5318998,Licochalcone A,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound"
3772,5318999,Licochalcone B,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Alkene, Aromatic compound"
3773,5319013,Licoricone,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3774,5319022,Ligustilide,"Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3775,5319108,Luteic Acid,"Hydroxy compound, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid, Oxohetarene, Aromatic compound, Heterocyclic compound"
3776,5319194,Ac1Nsxr0,"Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid ester, Alkene, Aromatic compound, Heterocyclic compound"
3777,5319255,Mammeigin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3778,5319260,,"Hydroxy compound, Alcohol, Sec. alcohol, Carboxylic acid deriv., Carboxylic acid, Alkene"
3779,5319262,"1,6-Dihydroxy-3,7-Dimethoxy-2-(3-Methyl-2-Butenyl)-8-(3-Hydroxy-3-Methyl-1E-Butenyl)-Xanthone","Carbonyl compound, Hydroxy compound, Alcohol, Tert. alcohol, Phenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3780,5319306,"Methyl (2Z,8Z)-Deca-2,8-Dien-4,6-Diynoate","Carboxylic acid deriv., Carboxylic acid ester, Alkene, Alkyne"
3781,5319322,Medicagol,"Acetal, Hydroxy compound, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3782,5319360,"Xi-P-Mentha-1(7),2-Dien-4-Ol","Hydroxy compound, Alcohol, Tert. alcohol, Alkene"
3783,5319361,"(2S,4R)-P-Mentha-1(7),5-Dien-2-Ol","Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
3784,5319364,Ac1Nsxyv,"Hydroxy compound, Alcohol, Tert. alcohol, Alkene"
3785,5319367,Quercivorol,"Hydroxy compound, Alcohol, Tert. alcohol, Alkene"
3786,5319380,Mesuagin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3787,5319407,Ac1Nsy1G,"Ether, Alkylarylether, Peroxide, Aromatic compound, Heterocyclic compound"
3788,5319411,5'-Methoxybilobetin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3789,5319422,3'-Methoxydaidzein,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3790,5319452,5-Deoxyrhamnocitrin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3791,5319474,28843-40-5,"Acetal, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3792,5319500,Cassiachromone,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3793,5319502,4-Methylesculetin,"Hydroxy compound, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3794,5319551,"(22E)-Ergosta-5,7,22-Trien-3-Ol","Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
3795,5319559,"1,8,11,14-Heptadecatetraene",Alkene
3796,5319562,Methyl 4-Hydroxycinnamate,"Hydroxy compound, Phenol, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Aromatic compound"
3797,5319565,9-O-Methylcoumestrol,"Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3798,5319609,Chembl1221847,"Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3799,5319662,"3'-Methoxy-[6]-Gingerdiol 3,5-Diacetate","Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
3800,5319663,Ac1Nsyep,"Hydroxy compound, Alcohol, Sec. alcohol, Ether, Alkylarylether, Aromatic compound"
3801,5319666,5-O-Methylglycyrol,"Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3802,5319688,3-Deoxysappanchalcone,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound"
3803,5319715,"1-Hydroxy-3,6,7-Trimethoxy-2-(3-Methyl-2-Butenyl)-8-(3-Hydroxy-3-Methyl-1E-Butenyl)-Xanthone","Carbonyl compound, Hydroxy compound, Alcohol, Tert. alcohol, Phenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3804,5319723,Myrcen-8-Ol,"Hydroxy compound, Alcohol, Prim. alcohol, Alkene"
3805,5319726,"Methyl 3,5-Dihydroxy-4-Methoxybenzoate","Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
3806,5319733,Methylnissolin,"Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
3807,5319735,"(3Beta,4Alpha,5Alpha,14Alpha,24Xi)-4,14,24-Trimethylcholest-9(11)-En-3-Ol","Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
3808,5319744,3'-O-Methylorobol,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3809,5319763,Ac1Nsykm,"Sulfenic acid deriv., Alkene"
3810,5319765,Methyl Propyl Trisulfide,"Disulfide, Sulfenic acid deriv."
3811,5319771,Isoafrormosin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3812,5319801,6-Hydroxyrubiadin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Aromatic compound"
3813,5319820,Megxp0_001997,"Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-aminoalcohol, Amine, Sec. amine, Sec. aliphat. amine, Aromatic compound, Heterocyclic compound"
3814,5319874,Glyceryl P-Coumarate,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Aromatic compound"
3815,5319878,"5-Hydroxy-2',3',7,8-Tetramethoxyflavone","Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3816,5319879,2-Monoolein,"Hydroxy compound, Alcohol, Prim. alcohol, Carboxylic acid deriv., Carboxylic acid ester, Alkene"
3817,5319886,Moracetin,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3818,5319887,Moracin B,"Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
3819,5319888,Moracin E,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
3820,5319892,Moralbanone,"Carbonyl compound, Hydroxy compound, Phenol, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3821,5319901,Lupinisoflavone A,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3822,5319913,Mukonine,"Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound, Heterocyclic compound"
3823,5319929,Ac1Nsytn,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
3824,5319939,Ac1Nsyu8,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Carboxylic acid deriv., Carboxylic acid ester, Oxohetarene, Aromatic compound, Heterocyclic compound"
3825,5319962,Murrayacine,"Carbonyl compound, Aldehyde, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
3826,5319978,(-)-Myricanol,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Ether, Alkylarylether, Aromatic compound"
3827,5320053,Neobavaisoflavone,"Carbonyl compound, Hydroxy compound, Phenol, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3828,5320065,Neocryptomerin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Diarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3829,5320092,Neoisoliquiritigenin,"Carbonyl compound, Ketone, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Alkene, Aromatic compound, Heterocyclic compound"
3830,5320118,Neouralenol,"Carbonyl compound, Hydroxy compound, Phenol, 1,2-diphenol, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3831,5320146,"2,3,23-Trihydroxyolean-12-En-28-Oic Acid","Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid, Alkene"
3832,5320177,Niveusin C,"Hemiacetal, Hydroxy compound, Alcohol, Sec. alcohol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Alkene, Heterocyclic compound"
3833,5320181,Batatifolin,"Carbonyl compound, Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3834,5320197,Nootkatinol,"Carbonyl compound, Hydroxy compound, Alcohol, Tert. alcohol, Phenol, Oxohetarene, Aromatic compound"
3835,5320201,,"Hydroxy compound, Alcohol, Sec. alcohol"
3836,5320202,,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
3837,5320206,Nordentatin,"Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3838,5320211,Sanjoinine Ib,"Hydroxy compound, Phenol, Ether, Alkylarylether, Amine, Sec. amine, Sec. aliphat. amine, Aromatic compound, Heterocyclic compound"
3839,5320237,Octadecyl Caffeate,"Hydroxy compound, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Aromatic compound"
3840,5320250,(Z)-Beta-Ocimene,Alkene
3841,5320256,Octadecyl Ferulate,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Aromatic compound"
3842,5320287,Ombuin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3843,5320290,Onjixanthone I,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3844,5320309,Orixinone,"Carbonyl compound, Ketone, Acetal, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
3845,5320315,Oroxylin A,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3846,5320318,Osthenol,"Hydroxy compound, Phenol, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3847,5320351,Artemetin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3848,5320377,Artemisiatriene,Alkene
3849,5320399,Skullcapflavone I,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3850,5320438,Pectolinarigenin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3851,5320443,,"Hydroxy compound, Alcohol, Prim. alcohol, Phenol, Aromatic compound, Heterocyclic compound"
3852,5320462,Penduletin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3853,5320470,Robtein,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, 1,2-diphenol, Alkene, Aromatic compound"
3854,5320471,Viscidulin I,"Carbonyl compound, Hydroxy compound, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3855,5320496,Pilloin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3856,5320505,Ac1Nszjx,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Tert. alcohol, Carboxylic acid deriv., Carboxylic acid ester, Alkene"
3857,5320546,9-Cis-Phytofluene,Alkene
3858,5320558,Picrasidine O,"Carbonyl compound, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3859,5320618,Piperanine,"Acetal, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid tert. amide, Alkene, Aromatic compound, Heterocyclic compound"
3860,5320621,Piperlonguminine,"Acetal, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Alkene, Aromatic compound, Heterocyclic compound"
3861,5320644,Podocarpusflavone A,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3862,5320646,Putraflavone,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3863,5320693,Pratol,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3864,5320710,Ac1Nszsj,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Tert. alcohol, Alkene"
3865,5320722,Trans-Propenyl Propyl Disulfide,"Disulfide, Sulfenic acid deriv., Alkene"
3866,5320791,Cis-Pterostilbene,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound"
3867,5320800,Punicafolin,"Hydroxy compound, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
3868,5320805,9-Acetoxyfukinanolide,"Carboxylic acid deriv., Carboxylic acid ester, Lactone, Alkene, Heterocyclic compound"
3869,5320823,"Quercetagetin 3,4'-Dimethyl Ether","Carbonyl compound, Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3870,5320834,7431-83-6,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3871,5320836,Ac1Nszx9,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3872,5320844,Spiraeoside,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3873,5320945,Rhamnazin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3874,5320946,Rhamnocitrin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3875,5320954,Rhapontigenin,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound"
3876,5320999,Ac1Nt02W,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, Tert. alcohol, Carboxylic acid deriv., Carboxylic acid, Alkene"
3877,5321000,Ac1Nt02Z,"Enolether, Hydroxy compound, Phenol, Amine, Tert. amine, Tert. aliphat. amine, Carboxylic acid deriv., Carboxylic acid ester, Carboxylic acid amide, Carboxylic acid sec. amide, Lactam, Aromatic compound, Heterocyclic compound"
3878,5321088,Ac1Nt066,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Aromatic compound"
3879,5321163,Schinicoumarin,"Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3880,5321164,Aureusidin 6-O-Glucoside,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3881,5321165,Schinilenol,"Hydroxy compound, Alcohol, Tert. alcohol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
3882,5321205,Scutevulin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3883,5321278,Quercetin 3-Xyloside,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
3884,5321312,Simulansamide,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid tert. amide, Aromatic compound"
3885,5321318,Methyl Sinapate,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Aromatic compound"
3886,5321435,Spinacetin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
3887,5321510,"(3Beta,5Alpha,22E,24S)-Stigmasta-7,22,25-Trien-3-Ol","Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
3888,5321629,Ac1Nt0Pt,"Carboxylic acid deriv., Carboxylic acid ester, Alkene"
3889,5321824,Terrestriamide,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Alkene, Aromatic compound"
3890,5321825,Terrestribisamide,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Alkene, Aromatic compound"
