,id,category,name,disease_synonyms
4408,MESH:D011695,Blood disease|Cardiovascular disease|Immune system disease|Pathology (process)|Signs and symptoms,"Purpura, Schoenlein-Henoch","Allergic Purpura|Anaphylactoid Purpura|Hemorrhagica, Purpura|Hemorrhagic Vasculitis|Henoch Purpura|Henoch Schoenlein Purpura|Henoch-Schoenlein Purpura|Henoch Schonlein Purpura|Henoch-Schonlein Purpura|Henoch Schonlein Purpuras|Henoch-Schonlein Purpuras|Nonthrombocytopenic Purpura|Nonthrombopenic Purpura|Nonthrombopenic Purpuras|Purpura, Allergic|Purpura, Anaphylactoid|Purpura Hemorrhagica|Purpura, Henoch|Purpura, Henoch-Schoenlein|Purpura, Henoch Schonlein|Purpura, Henoch-Schonlein|Purpura, Nonthrombocytopenic|Purpura, Nonthrombopenic|Purpura, Rheumatoid|Purpura, Schoenlein Henoch|Purpura, Schonlein Henoch|Purpura, Schonlein-Henoch|Purpuras, Henoch Schonlein|Purpuras, Henoch-Schonlein|Purpuras, Nonthrombopenic|Purpuras, Schonlein-Henoch|Rheumatoid Purpura|Schoenlein Henoch Purpura|Schoenlein-Henoch Purpura|Schonlein-Henoch Purpura|Schonlein-Henoch Purpuras|Schonlein Purpura, Henoch|Schonlein Purpuras, Henoch|Vasculitis, Hemorrhagic"
4409,MESH:C563705,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"Deafness, Autosomal Recessive 23",DFNB23
4410,MESH:C536735,Congenital abnormality|Musculoskeletal disease|Skin disease,Winter Shortland Temple syndrome,"Craniofacial malformations, asymmetric, with polysyndactyly and abnormal skin and gut development|CRJS|Curry Jones syndrome|Curry-Jones Syndrome"
4411,MESH:D020336,Nervous system disease|Signs and symptoms,"Paraparesis, Spastic","Lower Extremity Weakness, Spastic|Parapareses, Spastic|Spastic Lower Extremity Weakness|Spastic Parapareses|Spastic Paraparesis"
4412,MESH:D001651,Digestive system disease,"Cholestasis, Extrahepatic","Bile Duct Obstruction, Extrahepatic|Biliary Stasis, Extrahepatic|Extrahepatic Biliary Stasis|Extrahepatic Cholestasis"
4413,MESH:D051474,Nervous system disease|Signs and symptoms,"Neuralgia, Postherpetic",Postherpetic Neuralgia
4414,MESH:D011681,Eye disease|Nervous system disease|Signs and symptoms,Pupil Disorders,"Abnormal Pupillary Function|Abnormal Pupillary Functions|Afferent Pupillary Defect|Afferent Pupillary Defects|Anomalies, Pupillary|Anomaly, Pupillary|Argyll-Robertson Pupil, Non-Syphilitic|Deformed Pupil|Deformed Pupils|Ectopic Pupil|Ectopic Pupils|Efferent Pupillary Defect|Efferent Pupillary Defects|Fixed Pupil|Fixed Pupils|Hemianopic Pupil, Wernicke|Hemianopic Pupil, Wernicke's|Keyhole Pupil|Keyhole Pupils|Malformation, Pupil|Malformations, Pupil|Marcus Gunn Pupil|Marcus-Gunn Pupil|Non Syphilitic Argyll Robertson Pupil|Non-Syphilitic Argyll-Robertson Pupil|Occluded Pupil|Occluded Pupils|Occlusion, Pupillary|Occlusions, Pupillary|Paralyses, Pupillary|Paralyses, Pupillary Sector|Paralysis, Pupillary|Paralysis, Pupillary Sector|Pupil, Deformed|Pupil Disorder|Pupil, Ectopic|Pupil, Fixed|Pupil, Keyhole|Pupillary Anomalies|Pupillary Anomaly|Pupillary Defect, Afferent|Pupillary Defect, Efferent|Pupillary Defects, Afferent|Pupillary Defects, Efferent|Pupillary Disorder|Pupillary Disorders|Pupillary Function, Abnormal|Pupillary Functions, Abnormal|Pupillary Occlusion|Pupillary Occlusions|Pupillary Paralyses|Pupillary Paralysis|Pupillary Sector Paralyses|Pupillary Sector Paralysis|Pupillary Sphincter Rupture|Pupillary Sphincter Ruptures|Pupil Malformation|Pupil Malformations|Pupil, Marcus-Gunn|Pupil, Non-Syphilitic Argyll-Robertson|Pupil, Occluded|Pupil Reaction Absent|Pupils, Deformed|Pupils, Ectopic|Pupils, Fixed|Pupils, Keyhole|Pupils, Occluded|Pupil, Wernicke Hemianopic|Pupil, Wernicke's Hemianopic|Reaction Absent, Pupil|Reaction Absents, Pupil|Rupture, Pupillary Sphincter|Ruptures, Pupillary Sphincter|Sector Paralyses, Pupillary|Sector Paralysis, Pupillary|Sector Pupil Palsy|Sphincter Rupture, Pupillary|Sphincter Ruptures, Pupillary|Wernicke Hemianopic Pupil|Wernicke's Hemianopic Pupil|Wernickes Hemianopic Pupil"
4415,MESH:C567844,Nervous system disease,"Dystonia-Parkinsonism, Adult-Onset","Parkinson Disease 14, Autosomal Recessive"
4416,MESH:C565577,Blood disease|Genetic disease (inborn),Familial Multiple Coagulation Factor Deficiency I,"F5f8d|Factor V And Factor VIII, Combined Deficiency Of|Factor V And Factor VIII, Combined Deficiency Of, With Normal Protein C And Protein C Inhibitor|Fmfd1|Fmfd I|Mcfd1|Multiple Coagulation Factor Deficiency I"
4417,MESH:C567371,Nervous system disease|Signs and symptoms,"Generalized Epilepsy With Febrile Seizures Plus, Type 6","GEFS+6|GEFSP6|GEFS, Type 6|GEFS+, TYPE 6"
4418,MESH:D002973,Congenital abnormality|Musculoskeletal disease,Cleidocranial Dysplasia,"CCD|Cleidocranial Digital Dysostoses|Cleidocranial Digital Dysostosis|Cleidocranial Dysostoses|Cleidocranial Dysostosis|CLEIDOCRANIAL DYSOSTOSIS;CLCD CLEIDOCRANIAL DYSPLASIA, FORME FRUSTE, WITH BRACHYDACTYLY, INCLUDED|CLEIDOCRANIAL DYSPLASIA, FORME FRUSTE, DENTAL ANOMALIES ONLY, INCLUDED|Cleidocranial Dysplasias|Dysostoses, Cleidocranial|Dysostoses, Cleidocranial Digital|Dysostosis, Cleidocranial|Dysostosis, Cleidocranial Digital|Dysplasia, Cleidocranial|Dysplasias, Cleidocranial|Marie Sainton Syndrome|Marie-Sainton Syndrome|Scheuthauer Marie Sainton Syndrome|Scheuthauer-Marie-Sainton Syndrome|Syndrome, Marie-Sainton|Syndrome, Scheuthauer-Marie-Sainton"
4419,MESH:C565776,Cardiovascular disease|Congenital abnormality,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 5",Arrhythmogenic Right Ventricular Cardiomyopathy 5|ARVC5|ARVD5
4420,MESH:C566715,Eye disease|Genetic disease (inborn),Retinitis Pigmentosa 10,RP10
4421,MESH:C548072,Genetic disease (inborn)|Nervous system disease,Pontocerebellar Hypoplasia Type 3,"Cerebellar Atrophy With Progressive Microcephaly|CLAM|PCH3|Pch With Optic Atrophy|PONTOCEREBELLAR HYPOPLASIA, TYPE 3"
4422,MESH:C567159,Blood disease|Genetic disease (inborn),"Spherocytosis, Type 1","Congenital Spherocytic Hemolytic Anemia|Congenital Spherocytosis|HS|HS1|SPH|SPH1|Spherocytic Anemia|Spherocytosis, Hereditary, 1"
4423,MESH:C537445,Mental disorder|Nervous system disease|Signs and symptoms,Mental retardation Smith Fineman Myers type,Smith Fineman Myers syndrome
4424,OMIM:269840,Immune system disease,IMMUNODEFICIENCY 48,IMD48|SELECTIVE T-CELL DEFECT|STCD
4425,MESH:D013282,Mouth disease,"Stomatitis, Denture","Denture Stomatitides|Denture Stomatitis|Stomatitides, Denture"
4426,MESH:C567036,Congenital abnormality|Mouth disease,"Tooth Agenesis, Selective, 3",Hypodontia-Oligodontia 3|HYPODONTIA/OLIGODONTIA 3|STHAG3
4427,MESH:C565043,Genetic disease (inborn)|Metabolic disease,Arene Oxide Detoxification Defect,None
4428,MESH:D002761,Digestive system disease,Cholangitis,Cholangitides
4429,MESH:D017241,Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease,MELAS Syndrome,"MELAS|MELAS SYNDROME|Mitochondrial Encephalomyopathy, Lactic Acidosis, and Stroke-Like Episodes|Mitochondrial Myopathy, Encephalopathy, Lactic Acidosis, And Stroke-Like Episodes|Mitochondrial Myopathy, Lactic Acidosis, Stroke-Like Episode|Myopathy, Mitochondrial-Encephalopathy-Lactic Acidosis-Stroke|Syndrome, MELAS"
4430,MESH:C564732,Cancer|Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Skin disease,"Xeroderma Pigmentosum, Complementation Group E","Xeroderma Pigmentosum V|XP5|XPE|XP, Group E"
4431,MESH:C566954,Cardiovascular disease,"Cardiomyopathy, Dilated, 1w",CMD1W
4432,OMIM:616736,Nervous system disease,"TREMOR, HEREDITARY ESSENTIAL, 5",ETM5
4433,MESH:C565336,Cancer|Skin disease,Breast Cancer 3,None
4434,MESH:D029481,Respiratory tract disease,"Bronchitis, Chronic",Chronic Bronchitis
4435,MESH:C567593,Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Nervous system disease|Urogenital disease (female),"Primary Ovarian Insufficiency, Fragile X-Associated",Fragile X Premature Ovarian Failure
4436,MESH:D009057,Mouth disease,Stomatognathic Diseases,"Dental Disease|Dental Diseases|Disease, Dental|Diseases, Dental|Diseases, Stomatognathic|Disease, Stomatognathic|Mouth and Tooth Diseases|Stomatognathic Disease"
4437,MESH:C566909,Eye disease,"Cataract, Autosomal Dominant, Multiple Types 1","CATARACT 12, MULTIPLE TYPES|CTRCT12"
4438,MESH:C565237,Cardiovascular disease|Congenital abnormality|Lymphatic disease,"Heterotaxy, Visceral, 3, Autosomal",HTX3
4439,MESH:D059373,Signs and symptoms,Mastodynia,"Breast Pain|Breast Pains|Mammalgia|Mammalgias|Mastalgia|Mastalgias|Mastodynias|Pain, Breast|Pains, Breast"
4440,MESH:D015458,Cancer|Immune system disease|Lymphatic disease,"Leukemia, T-Cell","Leukemia, Lymphocytic, T Cell|Leukemia, Lymphocytic, T-Cell|Leukemias, T-Cell|Leukemias, T-Cell Lymphocytic|Leukemias, T Lymphocytic|Leukemias, T-Lymphocytic|Leukemia, T Cell|Leukemia, T-Cell Lymphocytic|Leukemia, T Lymphocytic|Leukemia, T-Lymphocytic|Lymphocytic Leukemias, T|Lymphocytic Leukemias, T-Cell|Lymphocytic Leukemia, T|Lymphocytic Leukemia, T Cell|Lymphocytic Leukemia, T-Cell|T Cell Leukemia|T-Cell Leukemia|T-Cell Leukemias|T-Cell Lymphocytic Leukemia|T-Cell Lymphocytic Leukemias|T Lymphocytic Leukemia|T-Lymphocytic Leukemia|T Lymphocytic Leukemias|T-Lymphocytic Leukemias"
4441,MESH:C580280,Blood disease,Congenital Methemoglobinemia,None
4442,OMIM:613861,Eye disease|Genetic disease (inborn),RETINITIS PIGMENTOSA 59,RP59
4443,MESH:D004062,Cardiovascular disease|Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Lymphatic disease|Musculoskeletal disease,DiGeorge Syndrome,"22q11.2 Deletion Syndrome|22q11.2DS|Autosomal Dominant Opitz G Bbb Syndrome|Autosomal Dominant Opitz G-Bbb Syndrome|Catch22|CATCH22, INCLUDED|CHROMOSOME 22q11.2 DELETION SYNDROME|Conotruncal Anomaly Face Syndrome|Conotruncal Anomaly Face Syndrome (CTAF)|Deletion 22q11.2 Syndrome|Deletion Syndrome, 22q11.2|DGCR, INCLUDED|DGS|DiGeorge Anomaly|DiGeorge Sequence|Familial Third and Fourth Pharyngeal Pouch Syndrome|Hypoplasia of Thymus and Parathyroids|Pharyngeal Pouch Syndrome|Sedlackova Syndrome|Shprintzen Syndrome|Shprintzen VCF Syndrome|Syndrome, DiGeorge|Syndrome, Sedlackova|Syndrome, Shprintzen|Syndrome, VCF|Syndrome, Velocardiofacial|Syndrome, Velo-Cardio-Facial|TAKAO VCF SYNDROME, INCLUDED|Third and Fourth Pharyngeal Pouch Syndrome|THIRD AND FOURTH PHARYNGEAL POUCH SYNDROME  DIGEORGE SYNDROME CHROMOSOME REGION, INCLUDED|Thymic Aplasia Syndrome|VCFS|VCF Syndrome|Velocardiofacial Syndrome|Velo Cardio Facial Syndrome|Velo-Cardio-Facial Syndrome"
4444,MESH:D061206,Cancer|Pathology (process),Neoplasm Micrometastasis,"Micrometastase, Neoplasm|Micrometastases|Micrometastases, Neoplasm|Micrometastasis|Micrometastasis, Neoplasm|Neoplasm Micrometastase|Neoplasm Micrometastases"
4445,OMIM:180500,Congenital abnormality|Digestive system disease|Eye disease|Genetic disease (inborn)|Infant-newborn disease|Mouth disease|Musculoskeletal disease|Nervous system disease|Pathology (anatomical condition)|Pathology (process),"AXENFELD-RIEGER SYNDROME, TYPE 1","RGS|RIEG|RIEG1|RIEGER SYNDROME, TYPE 1"
4446,MESH:C565260,Endocrine system disease,"Goiter, Multinodular 3",MNG3
4447,MESH:C536028,Endocrine system disease|Eye disease|Mental disorder|Nervous system disease|Signs and symptoms,Martsolf syndrome,"Cataract, mental retardation, hypogonadism|Cataract-Mental Retardation-Hypogonadism"
4448,MESH:C537311,Genetic disease (inborn)|Nervous system disease,"Spinocerebellar ataxia, autosomal recessive 5","Cerebellar ataxia with mental retardation, optic atrophy, and skin abnormalities"
4449,MESH:C565558,Genetic disease (inborn)|Metabolic disease,Fructose and Galactose Intolerance,None
4450,MESH:D004414,Mental disorder|Urogenital disease (female)|Urogenital disease (male),Dyspareunia,None
4451,MESH:D004829,Nervous system disease,"Epilepsy, Generalized","Akinetic Epilepsies|Akinetic Epilepsy|Atonic Epilepsies|Atonic Epilepsy|Convulsive Epilepsies, Generalized|Convulsive Epilepsy, Generalized|Convulsive Generalized Seizure Disorder|Convulsive Seizure Disorder, Generalized|Epilepsies, Akinetic|Epilepsies, Atonic|Epilepsies, Generalized|Epilepsies, Generalized Convulsive|Epilepsies, Tonic|Epilepsy, Akinetic|Epilepsy, Atonic|Epilepsy, Generalized Convulsive|Epilepsy, Generalized Nonconvulsive|Epilepsy, Symptomatic Generalized|Epilepsy, Tonic|Generalized Convulsive Epilepsies|Generalized Convulsive Epilepsy|Generalized Epilepsies|Generalized Epilepsy|Generalized Epilepsy, Symptomatic|Generalized Nonconvulsive Epilepsy|Generalized Nonconvulsive Seizure Disorder|Generalized Onset Seizure Disorder|Generalized Seizure Disorder|Generalized Seizure Disorder, Convulsive|Generalized Seizure Disorder, Nonconvulsive|Generalized Seizure Disorders|Nonconvulsive Epilepsy, Generalized|Nonconvulsive Generalized Seizure Disorder|Nonconvulsive Seizure Disorder, Generalized|Seizure Disorder, Convulsive, Generalized|Seizure Disorder, Generalized|Seizure Disorder, Generalized, Convulsive|Seizure Disorder, Generalized Nonconvulsive|Seizure Disorder, Generalized Onset|Seizure Disorder, Nonconvulsive Generalized|Seizure Disorders, Generalized|Symptomatic Generalized Epilepsy|Tonic Epilepsies|Tonic Epilepsy"
4452,MESH:D058531,Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male),"46, XX Testicular Disorders of Sex Development","46, XX Gonadal Sex Reversal|46, XX Testicular Disorder of Sex Development|46, XX Testicular DSD|Gonadal Sex Reversal, 46, XX|Reversals, XX Sex|Reversal, XX Sex|Sex Reversal, Gonadal, 46, XX|Sex Reversals, XX|Sex Reversal, XX|Syndromes, XX Male|Syndrome, XX Male|XX Male Syndrome|XX Male Syndromes|XX Sex Reversal|XX Sex Reversals"
4453,OMIM:612797,Metabolic disease,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12,HDLCQ12
4454,MESH:D054220,Congenital abnormality|Nervous system disease,Malformations of Cortical Development,"Cerebral Cortical Dysplasia|Cerebral Cortical Dysplasias|Cortical Development Malformation|Cortical Development Malformations|Cortical Dysplasia|Cortical Dysplasia, Cerebral|Cortical Dysplasias|Cortical Dysplasias, Cerebral|Development Malformation, Cortical|Development Malformations, Cortical|Dysplasia, Cerebral Cortical|Dysplasia, Cortical|Dysplasias, Cerebral Cortical|Dysplasias, Cortical|Malformations of Cerebral Cortex Development"
4455,OMIM:616511,Endocrine system disease|Metabolic disease,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14",MODY14
4456,MESH:C565607,Cancer|Congenital abnormality|Eye disease|Genetic disease (inborn)|Mouth disease|Skin disease,Schopf-Schulz-Passarge Syndrome,"Eccrine Tumors With Ectodermal Dysplasia|Keratosis Palmoplantaris With Cystic Eyelids, Hypodontia, And Hypotrichosis|SSPS"
4457,MESH:C567504,Cardiovascular disease|Congenital abnormality|Ear-nose-throat disease|Genetic disease (inborn)|Respiratory tract disease,"Ciliary Dyskinesia, Primary, 7","Cild7|Ciliary Dyskinesia, Primary, 7, With Or Without Situs Inversus"
4458,OMIM:613290,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"HEARING LOSS, CISPLATIN-INDUCED, SUSCEPTIBILITY TO",CIHL
4459,MESH:D016481,Bacterial infection or mycosis,Helicobacter Infections,"Helicobacter Infection|HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO|Infection, Helicobacter|Infections, Helicobacter"
4460,OMIM:613661,Genetic disease (inborn)|Metabolic disease,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip",CDG1P
4461,MESH:C535906,Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease,"Muscular dystrophy, limb-girdle, type 1A","LGMD1|LGMD1A|Muscular Dystrophy, Limb-Girdle, Type1A|Muscular dystrophy, proximal, type 1A"
4462,MESH:C537580,Congenital abnormality|Eye disease|Genetic disease (inborn)|Nervous system disease|Urogenital disease (female)|Urogenital disease (male),Senior Loken Syndrome,Juvenile nephronophthisis with Leber amaurosis|Loken-Senior Syndrome|Renal Dysplasia And Retinal Aplasia|Renal dysplasia retinal aplasia|Renal-retinal syndrome|Senior-Loken Syndrome|Senior-Løken Syndrome|Senior-Loken Syndrome 1|SLSN1
4463,MESH:C580458,Congenital abnormality|Genetic disease (inborn)|Nervous system disease|Signs and symptoms,Spastic Paraplegia Type 8,"Autosomal Dominant Spastic Paraplegia 8|Hereditary Spastic Paraplegia 8|Spastic Paraplegia 8|Spastic paraplegia 8, autosomal dominant|Spg 8|SPG8"
4464,MESH:C536824,Eye disease,"Glaucoma 3, primary infantile, B","Glaucoma, primary congenital, type 3B|Glaucoma, Primary Congenital, Type B|GLC3B|GLC3, TYPE B|Primary congenital glaucoma type 3B"
4465,OMIM:616033,Congenital abnormality|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process),"MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1",MSSGM|MSSGM1
4466,MESH:C537021,Infant-newborn disease|Musculoskeletal disease,"Kenny-Caffey syndrome, Type 1","KCS|KCS1|Kenny-Caffey Syndrome, Autosomal Recessive|Kenny-Caffey syndrome, autosomal recessive form"
4467,MESH:D003638,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,Deafness,"Acquired Deafness|Bilateral Deafness|Complete Hearing Loss|Deaf Mutism|Deaf-Mutism|Deafness, Acquired|Deafness, Bilateral|Deafness, Prelingual|Extreme Hearing Loss|Hearing Loss, Complete|Hearing Loss, Extreme|Prelingual Deafness"
4468,OMIM:616577,Ear-nose-throat disease|Mental disorder|Nervous system disease|Signs and symptoms,"EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME",EHLMRS
4469,MESH:D015434,Connective tissue disease|Skin disease,Panniculitis,"Cold Panniculitides|Cold Panniculitis|Panniculitides|Panniculitides, Cold|Panniculitis, Cold|Panniculitis, Subacute Nodular Migratory"
4470,MESH:C567768,Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms,"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 5","Peoa5|Progressive External Ophthalmoplegia, Autosomal Dominant, 5|PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL DOMINANT 5|PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 5"
4471,MESH:C536955,Genetic disease (inborn)|Metabolic disease|Nervous system disease|Skin disease,Telfer Sugar Jaeger syndrome,Piebald trait neurologic defects|White forelock and leukoderma with neurological impairment
4472,MESH:C537074,Congenital abnormality|Musculoskeletal disease,Fara Chlupackova syndrome,Familial oto-facio-cervical dysmorphia
4473,MESH:D016109,Congenital abnormality|Genetic disease (inborn)|Skin disease,"Epidermolysis Bullosa, Junctional","Bullosa, Herlitz-Pearson-Type Epidermolysis|Bullosa Letali, Epidermolysis|Bullosa Letalis, Epidermolysis|Disease, Herlitz|Disease, Herlitz's|Epidermolysis Bullosa, Generalized Atrophic Benign|Epidermolysis Bullosa, Herlitz-Pearson-Type|Epidermolysis Bullosa, Junctional, Herlitz-Pearson Type|Epidermolysis Bullosa, Junctional, Herlitz Type|Epidermolysis Bullosa Junctionalis, Disentis Type|Epidermolysis Bullosa Junctionalis, Herlitz Type|Epidermolysis Bullosa Junctionalis, Progressive|Epidermolysis Bullosa Junctionalis, Severe Nonlethal|Epidermolysis Bullosa Letali|Epidermolysis Bullosa Letalis|Epidermolysis Bullosa Progressiva|Herlitz Disease|Herlitz Pearson Type Epidermolysis Bullosa|Herlitz-Pearson Type Epidermolysis Bullosa|Herlitz-Pearson-Type Epidermolysis Bullosa|Herlitz's Disease|Herlitzs Disease|JEB-HERLITZ TYPE|Junctional Epidermolysis Bullosa|Letali, Epidermolysis Bullosa|Letalis, Epidermolysis Bullosa|Lethal Junctional Epidermolysis Bullosa"
4474,OMIM:115080,Cardiovascular disease|Pathology (process),CARDIAC CONDUCTION DEFECT,"FAMILIAL SUDDEN DEATH, INCLUDED|SCD, INCLUDED|SUDDEN CARDIAC DEATH, INCLUDED"
4475,OMIM:176430,Pathology (process),PREMATURE CHROMATID SEPARATION TRAIT,PCS|TOTAL PREMATURE CHROMATID SEPARATION TRAIT
4476,OMIM:613707,Cardiovascular disease|Congenital abnormality|Musculoskeletal disease|Skin disease,LEOPARD SYNDROME 3,LPRD3
4477,MESH:D012734,Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male),Disorders of Sex Development,"Ambiguities, Genital|Ambiguity, Genital|Ambiguous Genitalia|Condition, Intersex|Conditions, Intersex|Differentiation Disorder, Sex|Differentiation Disorder, Sexual|Differentiation Disorders, Sex|Differentiation Disorders, Sexual|Disorder, Sex Differentiation|Disorder, Sexual Differentiation|Disorders of Sexual Development|Disorders, Sex Differentiation|Disorders, Sexual Differentiation|Genital Ambiguities|Genital Ambiguity|Genitalia, Ambiguous|Hermaphroditism|Intersex Condition|Intersex Conditions|Intersexualities|Intersexuality|Pseudohermaphroditism|Sex Development Disorder|Sex Development Disorders|Sex Differentiation Disorder|Sex Differentiation Disorders|Sexual Development Disorder|Sexual Development Disorders|Sexual Differentiation Disorder|Sexual Differentiation Disorders"
